tree_number,models.80,likelihood.80,aicc.80,lambda.80,alpha.80,mu.80,beta.80,models.50,likelihood.50,aicc.50,lambda.50,alpha.50,mu.50,beta.50,models.20,likelihood.20,aicc.20,lambda.20,alpha.20,mu.20,beta.20,models.s20,likelihood.s20,aicc.s20,lambda.s20,alpha.s20,mu.s20,beta.s20,lambda.sim,mu_0.sim,beta.sim,time_decline,time80,final_rich80,time50,time20,time_s20,ntip80,ntip50,ntip20,ntip_s20,mu_f.sim.80,mu_f.sim.50,mu_f.sim.20,mu_f.sim.s20,cga.80,cga.50,cga.20,cga.s20,gamma.80,gamma.50,gamma.20,gamma.s20,decline.length.80,decline.length.50,decline.length.20
41,bcstdcst,-40.46736986,85.17963768,3.18599029,NA,3.166116481,NA,bvardcst,-101.085476,208.3973671,3.17481104,-0.060008089,4.036346259,NA,bvardvar,-150.2843981,308.7404701,2.724990835,-0.116145886,3.884686483,3.876626552,bvardcst,-96.63415056,199.3442505,3.823021101,-0.146524511,-3.8074197,NA,3.538813687,3.809321036,0.510000499,5.186087044,13.18608704,50.73068765,9.586087044,7.486087044,3.6,52,110,238,320,3.804747461,3.780638252,3.725616086,3.201910772,12.16549466,9.499361652,7.399361652,3.513274608,0.557619803,0.4585494,0.428344186,0.226665369,7.999999996,4.4,2.3
42,bvardcst,-7.042053409,20.55469505,8.489788644,-0.042239955,9.745153649,NA,bvardcst,44.28159625,-82.48476112,10.24928049,-0.078755159,12.06795822,NA,bvardcst,53.00855905,-99.97684963,7.810738992,-0.107898418,8.847590524,NA,bvardvar,338.2241262,-668.3925421,6.754458249,-0.378172257,7.280430387,15.89104969,8.67327497,9.187634496,0.990565136,2.910148144,7.110148144,284.1735723,5.210148144,4.110148144,2,55,310,600,723,9.179609598,9.134934115,9.030948414,7.920537782,6.746026333,5.045426459,3.945426459,1.835278315,0.613998581,0.549239699,0.422747212,0.232415179,4.199999997,2.299999997,1.199999997
43,bvardcst,-47.77190295,101.9020148,4.552506084,-0.049807566,5.648904738,NA,bvardcst,-148.5170627,303.1659935,3.628935104,-0.070285905,4.3595623,NA,bvardvar,-134.5221868,277.2043735,2.9692898,-0.162072444,-4.189469393,5.033587662,bvardcst,-54.29489466,114.7456335,3.125673818,-0.218613232,2.847542512,NA,3.197206154,3.619962302,0.485214369,4.425720871,10.22572087,22.39475038,7.825720871,6.125720871,3.1,71,186,255,158,3.594618044,3.538750005,3.434670646,2.815596336,9.473599547,7.161312914,5.461312914,2.435592043,0.561957439,0.406260689,0.371103426,0.137954188,5.799999998,3.399999999,1.699999999
44,bcstdcst,-15.85663422,35.94403766,6.55867457,NA,6.48861357,NA,bvardcst,-4.449015635,14.99720482,7.708764768,-0.168202051,9.63336798,NA,bvardcst,59.30416077,-112.5472528,8.21733467,-0.1991934,9.781970351,NA,bvardcst,187.532579,-369.0060446,7.629666705,-0.440332894,7.466659243,NA,7.622468689,8.94742152,0.92813707,2.05787334,4.35787334,48.26135087,3.45787334,2.85787334,1.5,55,246,397,410,8.790708399,8.586110102,8.316852585,6.723749734,4.305187626,3.405187625,2.805187626,1.447314285,0.532630131,0.419530958,0.37452076,0.176180628,2.299999999,1.399999999,0.799999999
45,bcstdcst,-82.00056951,168.0642969,4.892093079,NA,4.887008083,NA,bcstdcst,-141.2007991,286.4354964,4.989570544,NA,4.933993932,NA,bvardvar,-102.4488919,213.0227838,4.811883883,-0.015333811,-5.036871805,43.2367027,bvardcst,-18.78708925,43.64779813,5.559215166,-0.096008842,5.630529235,NA,4.63950082,4.704152131,0.6753215,6.348372493,32.84837249,127.7651537,18.64837249,11.34837249,3.9,193,357,325,330,4.70415213,4.704136167,4.701943438,4.366354504,32.71993049,18.51993049,11.21993049,3.771558,0.686376883,0.597401051,0.517222952,0.317174506,26.49999998,12.29999998,4.999999979
46,bcstdcst,2.724648351,-0.782630036,9.843217681,NA,10.12015189,NA,bvardcst,29.82432894,-53.40375993,9.538990667,-0.050022958,10.26708995,NA,bvardcst,-1.751139696,9.735289101,7.622066795,-0.131081465,8.796275412,NA,bcstdcst,58.6125224,-113.1282706,8.051570109,NA,6.55551432,NA,8.023807733,8.788562247,0.89890552,2.71624934,5.91624934,188.5748708,4.61624934,3.71624934,1.9,21,102,107,127,8.745482317,8.649956383,8.477295776,7.195703042,4.588350111,4.264103986,3.364103986,1.547854645,0.711862485,0.508719249,0.418902671,0.267945754,3.200000001,1.900000001,1.000000001
47,bvardcst,-20.18625871,46.98790204,5.644953241,-0.127164723,7.622890723,NA,bvardcst,-15.84902294,37.86242945,7.214964283,-0.136187731,8.715599889,NA,bvardcst,-22.57889107,51.27098969,5.897983109,-0.177409401,6.72549773,NA,bvardcst,78.38445153,-150.658304,7.034268639,-0.537574095,7.447339145,NA,6.788257626,7.648270414,0.98899167,2.209611687,5.109611687,28.61939304,3.909611687,3.109611687,1.5,43,150,216,221,7.599414696,7.488192378,7.295133883,5.913297108,4.94613591,3.746135911,2.946135911,1.336524224,0.484441946,0.430976679,0.316132821,0.16081933,2.9,1.7,0.9
48,bcstdvar,-93.69521076,193.9485611,0.863476114,NA,0.877422891,7.216406115,bcstdcst,-93.75568423,191.7840957,0.949100203,NA,0.962623504,NA,NA,NA,NA,NA,NA,NA,NA,bvardcst,-186.8437167,379.9697864,0.642942947,-0.03204878,0.699758304,NA,0.78299879,0.785048858,0.156472339,38.01229903,100.012299,27.56938559,100.012299,100.012299,18.5,47,47,47,89,0.785048733,0.785048733,0.785048733,0.741625058,69.39574213,69.39574213,69.39574213,16.21861397,0.662445264,0.662445264,0.662445264,0.24215771,62.00000219,62.00000219,62.00000219
49,bvardcst,-388.3536583,782.7623624,3.576819732,-0.087151558,4.753175128,NA,bvardcst,-835.7097823,1677.440636,3.521741338,-0.091066711,4.278721849,NA,bvardcst,-1004.042009,2014.098045,3.837093804,-0.105878979,4.505602565,NA,bvardcst,-459.7565497,925.5266664,3.891756787,-0.169064767,3.831329471,NA,3.589865862,5.276142904,0.226533919,5.0353261,8.3353261,313.102799,7.1353261,6.2353261,3.9,440,1143,1715,1773,4.477657641,4.22822847,3.991240889,3.095296553,8.277993112,7.077993113,6.177993113,3.842667013,0.418141025,0.372847944,0.343933894,0.206909226,3.3,2.1,1.2
50,bvardcst,-4.220069792,14.52094766,8.17836535,-0.126902129,10.19246191,NA,bvardcst,82.29541982,-158.5564557,9.105032703,-0.166644333,11.21590907,NA,bvardcst,285.2067169,-564.3933333,9.166849365,-0.203442968,10.85937572,NA,bvardcst,931.757937,-1857.501177,9.003807519,-0.431264045,9.107154638,NA,8.172528796,9.698096628,0.909882993,2.03274813,4.13274813,71.62346161,3.33274813,2.73274813,1.5,301,702,1198,1637,9.472360287,9.230655188,8.891193296,7.220955429,4.120167996,3.326263225,2.726263225,1.493515095,0.475100692,0.436803471,0.381028157,0.204720972,2.1,1.3,0.7
51,bcstdcst,-51.43353416,107.2541651,1.271443202,NA,1.1719801,NA,bvardcst,-45.26803921,96.98052286,3.410099857,-0.045409308,3.903905409,NA,bvardcst,-49.27607131,104.8999687,3.608402768,-0.064659394,4.151839185,NA,bcstdcst,-41.83732876,87.82280567,2.874262039,NA,2.189521065,NA,2.880817938,3.563095839,0.289880043,5.702179393,10.80217939,84.61037008,8.802179393,7.402179393,4.3,34,58,73,84,3.407533143,3.285321536,3.146281462,2.538656374,8.830468058,6.981518405,5.581518405,3.646607131,0.371721692,0.460893879,0.41777357,0.225417,5.099999991,3.099999994,1.699999994
52,bvardcst,-16.08873464,38.4355338,7.967957127,-0.142781317,10.45741001,NA,bvardcst,2.028060785,2.013849276,7.619312476,-0.152797994,9.187545947,NA,bvardcst,2.689799929,0.667551419,7.044848207,-0.222287483,8.661944255,NA,bvardcst,264.1893108,-522.3459685,6.562575335,-0.464340008,6.397434339,NA,7.051747551,8.923843873,0.683964042,2.283260308,4.383260308,83.6125227,3.583260308,3.083260308,1.7,97,347,513,739,8.478659008,8.154405505,7.840678562,6.133993653,4.306882839,3.506882839,3.006882839,1.623622532,0.477254585,0.412576314,0.350528506,0.152227795,2.099999998,1.299999998,0.799999998
53,bvardcst,-562.6493398,1131.333113,3.80536572,-0.041946667,4.663579886,NA,bcstdcst,-1294.452885,2592.913136,3.27778468,NA,3.136361473,NA,bvardcst,-1950.817387,3907.643275,3.570675172,-0.069667592,4.102745866,NA,bvardcst,-1043.218239,2092.444498,3.605034306,-0.130283724,3.481314491,NA,3.554069146,4.081247735,0.338352173,6.048782401,11.7487824,300.6138309,9.448782401,7.848782401,4.5,701,1632,2827,2996,4.004622077,3.91438993,3.794527928,3.190934581,11.71458048,9.414580482,7.814580483,4.465798082,0.521023099,0.46432978,0.38249275,0.216357281,5.700000002,3.400000003,1.800000003
54,bvardcst,-30.67616129,68.2753995,3.623808579,-0.124481066,5.136897564,NA,bvardcst,-69.71262576,145.7011136,3.334725629,-0.128247804,4.123647832,NA,bvardcst,-57.74155592,121.6107714,4.592335517,-0.094922742,4.905779801,NA,bcstdcst,-13.59777397,31.30269081,3.725238657,NA,2.433191515,NA,3.981606107,5.55536455,0.364742775,3.45804622,6.35804622,47.6858858,5.25804622,4.45804622,2.6,30,91,192,115,5.008900839,4.73914371,4.462585655,3.403288822,6.043576255,4.943576255,4.143576255,2.285530035,0.371178763,0.327307015,0.33246614,0.175551822,2.899999998,1.799999998,0.999999998
55,bcstdcst,0.894776348,4.610447304,10.24251657,NA,11.07625843,NA,bcstdcst,-7.077591994,19.24609308,3.234542767,NA,3.342093594,NA,bcstdcst,2.347462369,0.505075263,7.964802296,NA,8.58828856,NA,bcstdcst,-1.581899579,8.254708248,4.434654777,NA,4.010076189,NA,4.381609024,5.082302359,0.71766375,2.760971743,6.460971743,12.95324531,4.960971743,3.960971743,1.9,8,14,13,14,5.033061958,4.937812392,4.786150067,3.782511656,2.351630737,2.85792043,1.85792043,1.659909782,0.845850656,0.40371536,0.584664221,0.359457876,3.7,2.2,1.2
56,bcstdcst,-2.364964888,11.72992978,5.401624981,NA,6.45436665,NA,bvardvar,-23.75022995,57.31864171,1.514204054,-0.329666219,3.83708802,1.283745268,bvardcst,-16.0444311,38.61060133,5.641492489,-0.131787344,6.858911573,NA,bvardcst,-14.30410246,35.01498457,3.726800288,-0.441324475,4.330658504,NA,4.168224204,5.186334937,0.539080696,3.020101804,6.220101804,21.0702264,4.920101804,4.120101804,2.1,7,27,50,63,5.004945603,4.820767545,4.62365262,3.514439779,0.744945617,4.326322708,3.526322708,1.798889319,0.233009863,0.330274605,0.421491383,0.144049979,3.2,1.9,1.1
57,bvardcst,-41.14526828,89.04053657,3.022710336,-0.1240415,4.653936,NA,bvardcst,-99.11465934,204.4097698,3.854179807,-0.097456794,4.767158072,NA,bvardcst,-115.6005155,237.3366243,3.811888197,-0.119681054,4.641299376,NA,bcstdcst,-37.14524479,78.35331681,3.577206714,NA,2.47236794,NA,3.794670813,5.455403565,0.277595075,4.28446965,7.38446965,140.4721101,6.28446965,5.48446965,3.3,36,137,181,194,4.753027146,4.502204225,4.265175627,3.272746766,7.160836927,6.060836927,5.260836927,3.076367277,0.350626702,0.391011554,0.350096773,0.191088472,3.099999994,1.999999994,1.199999994
58,bvardcst,-44.10707934,94.52994815,4.295945169,-0.082872865,5.146339761,NA,bvardcst,-37.66001437,81.53241812,5.581070033,-0.107950832,6.645073108,NA,bvardcst,-80.71927253,167.5923912,2.955217669,-0.121081877,2.828969265,NA,bcstdcst,4.282445458,-4.422033774,4.458223148,NA,2.923176302,NA,3.638807255,4.791900287,0.488248424,2.91752939,5.91752939,11.93120891,4.81752939,3.91752939,2,80,117,160,87,4.525377983,4.335882781,4.084246636,2.987135621,5.655106007,4.555106007,3.655106007,1.737576617,0.429516007,0.423856154,0.208736952,0.175128692,2.999999998,1.899999998,0.999999998
59,bvardcst,-15.73671402,37.76611096,6.346679609,-0.055176375,7.397261336,NA,bvardcst,-28.79883872,63.82409253,6.569250035,-0.120799695,8.115289648,NA,bvardcst,-31.984664,70.09303934,5.824446426,-0.163786231,6.798317826,NA,bcstdcst,74.36124704,-144.6596669,5.825441295,NA,-3.355462547,NA,6.10812438,6.657854472,0.991431989,2.515679516,6.515679516,23.77247727,4.715679516,3.615679516,1.7,86,110,198,194,6.647434759,6.595783587,6.473132429,5.423728629,6.286821528,4.486821528,3.386821528,1.471142012,0.533949262,0.452731047,0.340543848,0.139929104,4.000000002,2.200000002,1.100000002
60,bcstdcst,-54.66538785,113.7752201,0.992228283,NA,0.951007413,NA,bvardvar,-123.8403815,256.3950487,-0.767187801,-0.054634507,-0.990705837,13.53403528,bvardcst,-206.0141818,418.21734,1.087435941,-0.026338017,1.04543177,NA,bvardcst,-86.16002227,178.7268242,1.326149476,-0.090617713,-1.501518217,NA,1.116268057,2.339612518,0.062983554,10.29470101,17.39470101,33.77645109,14.89470101,12.89470101,7.9,30,61,131,63,1.557373367,1.423976067,1.301056579,0.917113426,16.28268858,13.78268859,11.78268858,6.787987574,0.433290451,0.257764198,0.252884603,0.221016435,7.100000023,4.600000023,2.600000023
61,bvardcst,-3.687373138,14.102019,7.6750244,-0.066678353,8.921495718,NA,bvardcst,-34.37948499,75.04468427,4.685693295,-0.130878067,5.562551591,NA,bvardcst,-31.09042879,68.34752425,5.334430837,-0.169236085,6.317241622,NA,bcstdcst,-21.68658708,47.48855878,2.596953903,NA,0.734722467,NA,4.492740785,6.371364971,0.472999282,2.581978624,4.981978624,20.87190326,4.081978624,3.481978624,1.9,37,88,148,107,5.767653314,5.447287373,5.144035879,3.77758803,4.852264622,3.952264623,3.352264622,1.770285999,0.568356776,0.368257312,0.342644227,0.059302424,2.400000001,1.500000001,0.900000001
62,bvardcst,6.310472471,-6.273118856,9.392612849,-0.188097756,12.12536206,NA,bvardcst,-9.548517055,25.25287827,6.723616967,-0.283066896,8.59093426,NA,bvardcst,31.90706406,-57.70602001,7.310993486,-0.337794283,8.673319973,NA,bcstdcst,86.08002735,-168.0737238,6.69833683,NA,-3.182804745,NA,7.194364093,9.110948602,0.962057879,1.620414081,3.320414081,15.8473231,2.720414081,2.220414081,1.1,73,158,226,142,8.737492082,8.445782816,8.034884567,5.948921953,3.114038055,2.659144398,2.159144398,1.038730317,0.477315012,0.324364923,0.274465248,0.110416363,1.700000001,1.100000001,0.600000001
63,bvardcst,-28.48657672,63.17654326,7.245013709,-0.114368546,9.516484068,NA,bvardcst,-47.72404949,101.5240484,6.733759912,-0.108068945,7.904213062,NA,bvardcst,-29.49554699,65.04215781,6.190045621,-0.124575355,6.865830806,NA,bvardcst,102.9408742,-199.8319558,6.093879198,-0.225319518,5.72343062,NA,6.310898565,7.932806825,0.53293557,2.978603076,5.478603076,221.6961217,4.578603076,3.878603076,2.3,122,320,474,486,7.504851098,7.241446071,6.928837586,5.604235039,5.306768528,4.406768528,3.706768528,2.128165452,0.500203896,0.426544869,0.355468153,0.208296465,2.499999998,1.599999998,0.899999998
64,bcstdcst,-473.5689066,951.164014,2.775778439,NA,2.713214053,NA,bvardcst,-1070.141253,2146.301097,3.331998653,-0.038330069,3.827243311,NA,bvardcst,-1278.299989,2562.612504,3.711165441,-0.050509194,4.160268714,NA,bvardcst,-781.4232419,1568.859952,3.507401528,-0.150545757,3.675007754,NA,3.430643909,3.709912107,0.404620351,6.392636596,14.6926366,161.4145084,11.0926366,8.792636596,4.6,461,1295,1920,1786,3.700195624,3.668213949,3.604161479,3.13310388,14.6351469,11.0351469,8.735146891,4.542510295,0.536031066,0.46033408,0.414511545,0.229926764,8.300000009,4.700000009,2.400000005
65,bcstdcst,-20.2172433,44.97994115,3.242303624,NA,3.310139086,NA,bvardcst,-26.07077958,58.47958733,4.835909737,-0.028238687,5.364727035,NA,bvardcst,-34.09362413,74.57434503,4.366191607,-0.062496339,4.99829833,NA,bvardvar,-22.54623689,53.86170456,2.28208546,-1.078295104,8.671921553,2.397495325,4.306506087,4.467882814,0.959666429,3.460502816,14.56050282,10.1718142,8.860502816,5.860502816,2.1,25,75,66,57,4.467878998,4.466976579,4.451755052,3.872401249,11.04981762,8.777133619,5.777133619,2.016630803,0.660978212,0.541562985,0.452928434,0.136547841,11.1,5.399999999,2.399999999
66,bvardcst,-7.176219747,21.05832185,8.659026022,-0.067073122,10.7915827,NA,bvardcst,-0.869320225,7.883218763,7.973010202,-0.068427319,9.037790089,NA,bvardcst,19.14821477,-32.20156789,8.271430817,-0.099307232,9.302310014,NA,bvardcst,96.66786711,-187.2518181,7.807599377,-0.30784741,8.215399642,NA,7.622222112,8.169472779,0.958277962,2.820948416,6.820948416,121.6172521,5.120948416,4.020948416,2,38,170,257,290,8.157629091,8.109080115,7.996181582,6.967639106,6.769291704,5.069291704,3.969291704,1.948343287,0.622696288,0.50505738,0.438403551,0.247314481,4,2.3,1.2
67,bvardcst,-58.55904703,124.3180941,-0.711553822,-0.026896431,0.95831194,NA,bcstdcst,-127.9165564,260.1121827,0.224414025,NA,0.122653208,NA,bcstdcst,-204.3413163,412.8116649,-0.589359521,NA,0.480474612,NA,bcstdcst,-117.4957855,239.2137932,0.43599853,NA,0.194516223,NA,0.562899777,2.02200535,0.019133989,17.05165334,28.25165334,18.71342541,24.35165334,21.25165334,13.1,24,46,96,57,0.844352977,0.753111547,0.675569668,0.448297519,22.82725408,21.60138298,18.50138298,10.34972963,0.399527283,0.137927455,0.271083214,0.096132105,11.2000004,7.300000403,4.200000403
68,bvardcst,-47.6433062,101.3387863,7.832603242,-0.123811746,9.836151639,NA,bvardvar,120.989406,-233.9456169,6.396930966,-0.193207486,8.147519538,18.25955228,bvardvar,472.3492199,-936.6768764,7.186638304,-0.254303652,9.104143525,16.54041949,bvardcst,1032.325571,-2058.63792,8.518664298,-0.35673417,7.982092122,NA,8.398140042,9.771344399,0.883510339,2.221034683,4.421034683,127.2369633,3.521034683,2.921034683,1.6,464,1210,1860,1819,9.574742771,9.335912333,9.031496223,7.394348367,4.389384145,3.489384145,2.889384145,1.568349462,0.470052612,0.412248643,0.376699909,0.192783666,2.2,1.3,0.7
69,bvardvar,-2.022058562,13.04411712,3.94109298,-0.317470748,9.719038691,1.480433186,bvardcst,7.268979688,-8.230267069,8.508670569,-0.156679559,11.19069951,NA,bvardcst,-21.51263568,49.17251061,7.536245564,-0.202683007,9.458523881,NA,bvardcst,101.6634285,-197.2402145,7.372239588,-0.233277009,7.052635899,NA,6.886312888,8.791816276,0.616649484,2.479650336,4.579650336,125.5727161,3.879650336,3.279650336,1.9,45,82,167,281,8.269884134,7.988143476,7.62832334,6.067582241,4.416532419,3.752658688,3.152658687,1.773008352,0.524634292,0.508232679,0.372058792,0.228306828,2.099999999,1.399999999,0.799999999
70,bvardcst,-76.7024133,159.5213315,6.231166622,-0.102232227,8.133674808,NA,bvardvar,-206.9558588,421.9830188,3.884695797,-0.193452924,-5.684623211,8.457477314,bvardcst,-243.8662139,493.7580963,5.395917187,-0.149107412,6.396367671,NA,bvardcst,58.45358078,-110.8787255,5.246090342,-0.302787185,5.228612069,NA,5.247613519,6.693997132,0.470637863,3.255464368,5.955464368,125.4509235,4.955464368,4.255464368,2.4,210,566,939,848,6.288100133,6.044149909,5.790580533,4.530598766,5.927125793,4.927125794,4.227125794,2.371661426,0.486190273,0.402918883,0.349492718,0.18227892,2.7,1.7,1
71,bcstdcst,-2.864499717,10.52899943,6.136021195,NA,6.542941946,NA,bcstdcst,-273.3412871,550.7197259,2.883926395,NA,2.786314495,NA,bvardvar,-398.2967657,804.676347,3.070924371,-0.024076817,3.301804243,139.4346396,bvardcst,-325.9909622,658.0194243,3.434277942,-0.098916453,3.568540916,NA,3.306769478,3.406768809,0.446504788,7.902168477,26.30216848,149.3436134,17.10216848,12.10216848,5.3,18,326,488,644,3.406741771,3.405124501,3.391438323,3.087177129,3.296278055,17.01916934,12.01916934,5.217000863,0.568546475,0.486668058,0.451032116,0.276669613,18.4,9.2,4.2
72,bvardvar,30.39629299,-52.7071159,6.397984361,-0.096615281,8.12788111,12.54493456,bvardcst,137.0736314,-268.1247487,8.774802602,-0.09159032,10.02286951,NA,bvardcst,470.7571384,-935.5004837,9.606806407,-0.114542317,10.70136233,NA,bvardcst,799.4741244,-1592.934424,8.658591772,-0.264400314,8.699477536,NA,8.692423061,9.570074696,0.850936192,2.807668268,5.807668268,464.7671559,4.507668268,3.707668268,2.1,473,1070,1744,1740,9.501738392,9.363500796,9.162017573,7.967398255,5.794312207,4.494312208,3.694312208,2.086643939,0.547449667,0.474586951,0.427739036,0.251220076,2.999999998,1.699999998,0.899999998
73,bcstdcst,-16.48780723,37.24834174,5.564662958,NA,5.585117301,NA,bcstdcst,-35.46034635,75.4006927,1.478233463,NA,1.331339359,NA,bvardcst,-90.15671999,186.50094,3.700726629,-0.102661336,4.436964348,NA,bvardcst,-19.53108315,45.23118039,5.006383249,-0.208295288,5.346580583,NA,3.801064293,4.284357324,0.50751987,4.299541375,9.599541375,44.79570815,7.399541375,5.999541375,3,47,28,132,146,4.251546192,4.184142957,4.080414562,3.349712839,9.072508269,6.872508269,5.47250827,2.557285271,0.598646761,0.367971347,0.363423643,0.246898653,5.300000004,3.100000004,1.700000004
74,bvardcst,-35.70286431,77.91636693,4.219437381,-0.082121882,5.366409979,NA,bvardcst,-87.39124284,180.993012,3.11515014,-0.091147598,3.569561564,NA,bvardcst,-105.5170753,217.175327,3.675791934,-0.128728902,4.331379199,NA,bcstdcst,-38.71700448,81.52703222,2.741860625,NA,1.347806259,NA,3.610264111,5.224860818,0.262208612,4.478658968,7.778658968,138.1037296,6.578658968,5.678658968,3.4,51,118,174,132,4.545228415,4.293913767,4.046134017,3.082477565,6.365801223,5.165801224,4.436506233,2.157847264,0.485156701,0.334920979,0.314755959,0.096624366,3.300000001,2.100000001,1.200000001
75,bvardcst,6.827594116,-6.827602026,12.74588399,-0.040446305,15.16034876,NA,bcstdcst,18.86703555,-33.65015501,7.933319162,NA,7.785329788,NA,bvardcst,15.20579916,-24.25575416,8.955527032,-0.097924583,10.53753541,NA,bvardcst,90.14853754,-174.2033251,7.80638256,-0.268011548,8.056138653,NA,7.347429256,7.69583822,0.9977772,3.101953019,8.801953019,107.0837626,6.101953019,4.501953019,2.1,33,146,158,260,7.694657591,7.678375901,7.609653845,6.749024043,8.459455986,5.759455986,4.159455987,1.757502967,0.740984998,0.54282691,0.507865555,0.254925098,5.700000001,3.000000001,1.400000001
76,bcstdcst,-166.984539,338.0011636,4.668696118,NA,4.593592488,NA,bvardcst,-352.2616055,710.5480044,5.33120723,-0.034793087,5.939141252,NA,bvardvar,-452.4925295,913.0089539,5.123554046,-0.067616171,5.837803027,37.09111969,bvardcst,-23.42964842,52.87594039,5.274191794,-0.174178273,5.281514447,NA,5.136255658,5.375574077,0.684764728,4.544372045,12.84437205,121.9693551,8.944372045,6.644372045,3.1,377,972,1679,1446,5.374760042,5.363812593,5.318759721,4.732120428,12.79145031,8.891450309,6.591450309,3.047078264,0.577245206,0.51105522,0.452686462,0.24138295,8.300000001,4.399999996,2.099999996
77,bvardcst,24.96332493,-43.76557604,10.5645837,-0.104515633,13.00854856,NA,bvardcst,-21.70680327,49.49608076,7.877218943,-0.185240109,10.25368816,NA,bvardcst,4.861008215,-3.676903648,7.283739704,-0.22381259,8.971276638,NA,bvardcst,224.1476638,-442.2524705,6.927536183,-0.5037414,6.973230121,NA,6.850861127,8.237495751,0.825320327,2.158939564,4.458939564,40.35651397,3.558939564,2.958939564,1.5,153,295,536,564,8.02973271,7.800821936,7.520995431,5.848875512,4.41320233,3.51320233,2.91320233,1.454262767,0.5501021,0.420279839,0.350391052,0.157384418,2.300000001,1.400000001,0.800000001
78,bcstdcst,13.53771168,-21.74209003,21.74764204,NA,24.59094972,NA,bvardcst,-12.08102765,30.68379443,6.074522391,-0.087534673,6.939895027,NA,bvardcst,-9.271632175,24.76548657,6.264699941,-0.109675412,6.778600565,NA,bcstdcst,24.29355505,-44.47060524,5.664136671,NA,3.965962561,NA,6.898027881,7.719459767,0.829362433,2.701413223,5.801413223,89.01465592,4.501413223,3.701413223,1.9,12,50,112,106,7.656655346,7.534858785,7.36104654,6.122733004,0.245639344,4.023014962,3.223014962,1.421601739,0.234862065,0.457099401,0.364120413,0.184660172,3.100000001,1.800000001,1.000000001
