tree.number.20,median.shifts.20,ESS.shifts.20,ESS.logLik.20,root.lambda.mean.20,root.mu.mean.20,root.lambda.decay.20,root.mu.decay.20,tip.lambda.mean.20,tip.mu.mean.20,median.shifts.50,ESS.shifts.50,ESS.logLik.50,root.lambda.mean.50,root.mu.mean.50,root.lambda.decay.50,root.mu.decay.50,tip.lambda.mean.50,tip.mu.mean.50,median.shifts.80,ESS.shifts.80,ESS.logLik.80,root.lambda.mean.80,root.mu.mean.80,root.lambda.decay.80,root.mu.decay.80,tip.lambda.mean.80,tip.mu.mean.80,median.shifts.s20,ESS.shifts.s20,ESS.logLik.s20,root.lambda.mean.s20,root.mu.mean.s20,root.lambda.decay.s20,root.mu.decay.s20,tip.lambda.mean.s20,tip.mu.mean.s20
1538,0,856,325.3028985,5.007072605,3.511045175,-0.073686733,-0.073686733,3.106002743,3.510856248,0,721,330.407243,6.044284202,4.885899098,-0.040966241,-0.040966241,4.282594971,4.884505082,0,1404.970503,238.9138134,3.208994821,2.88431548,-0.012346563,-0.012346563,2.500891016,2.876266115,0,229.0931632,348.7578484,5.452556647,2.699989758,-0.188806342,-0.188806342,2.935041445,2.705102613
1539,0,991,304.8014899,6.303999758,4.75703889,-0.072194883,-0.072194883,4.139758988,4.756025474,0,811,258.8073121,4.213323933,3.750541788,-0.013530171,-0.013530171,3.612679345,3.74442357,0,315.6464186,450.6561336,2.597399372,2.646125261,0.017550823,0.017550823,2.514070397,2.661416348,0,451,298.1807045,4.728078559,2.635768603,-0.101228661,-0.101228661,3.199528274,2.63592732
1540,0,233.8554742,285.9641149,12.45968335,7.852484404,-0.234475743,-0.234475743,6.432537458,7.851905492,0,1441,239.3820804,14.60180649,10.69127397,-0.152738729,-0.152738729,8.680691534,10.69121294,0,474.4429222,365.4354667,5.867803878,6.065324563,0.042566383,0.042566383,5.630469656,6.060206668,0,1492.102898,265.2508611,9.921691432,5.734165638,-0.143470106,-0.143470106,7.144595092,5.734858293
1541,0,766,314.5129365,5.367259504,3.453187298,-0.111376061,-0.111376061,2.972394754,3.45337136,0,803.3267942,301.3310147,5.968874462,3.852455594,-0.112427639,-0.112427639,2.964879043,3.852389252,0,262.8262712,298.1131983,5.133718338,3.384278255,-0.09833138,-0.09833138,2.473229902,3.38201798,0,316,295.4594264,5.456119715,2.799735759,-0.209509934,-0.209509934,2.903890732,2.800400687
1542,0,499.7533906,358.3335751,5.640378157,4.268128502,-0.090711335,-0.090711335,3.681893326,4.255109096,0,261.8637303,496,2.254708998,2.999024857,0.155924605,0.155924605,3.10436786,3.021247827,0,290.1391213,234.4863069,3.464731594,3.151937988,-0.404128111,-0.404128111,2.425396441,3.431277719,0,243.8827099,316,5.639600253,3.63374944,0.021241415,0.021241415,4.465713684,3.65305528
1543,0,628.2456931,252.6972476,3.947027836,3.250166033,-0.009506862,-0.009506862,3.287796222,3.252139226,0,316,316,2.27984888,2.249910622,0.054371199,0.054371199,2.400929258,2.263577544,0,256.4902409,308.3876707,2.115172224,2.402494161,0.051842263,0.051842263,2.373622333,2.408205381,0,271,271,4.245391506,1.868049559,-0.146767188,-0.146767188,2.402786495,1.878367587
1544,0,276.5537185,251.7814546,8.946696412,6.097215011,-0.215199526,-0.215199526,5.077477271,6.131920105,0,361,243.209606,5.465236227,3.844128241,-0.159023301,-0.159023301,3.069223829,3.846516403,0,281.3702722,350.1418582,8.873382645,6.103586729,-0.246143566,-0.246143566,5.783683661,6.504772215,0,496,290.0480251,18.10353504,11.04043129,-0.622426409,-0.622426409,8.597855795,11.04631939
1545,0,247.1081865,361,8.815562188,5.770607618,-0.135444802,-0.135444802,5.181671912,5.770684155,0,1711,246.0789937,10.77940312,7.533817142,-0.116362415,-0.116362415,6.233005715,7.533746538,0,3966.571693,298.2170567,9.247135057,6.614206653,-0.105445411,-0.105445411,5.081320945,6.61260974,0,406,304.1879603,11.10880251,6.198312537,-0.26159434,-0.26159434,6.207826515,6.199752244
1546,0,722.6320039,328.3407268,6.096160391,4.440155539,-0.059988163,-0.059988163,3.842292028,4.439183076,0,1306,337.0906789,4.857798522,3.718293139,-0.044708378,-0.044708378,3.158637508,3.717472775,0,4501,320.2065147,4.21248375,3.247190562,-0.039644765,-0.039644765,2.550393933,3.245424254,0,590.5363018,248.8664003,5.57169182,3.101122592,-0.142335358,-0.142335358,3.083892035,3.103428124
1547,0,586,308.8471907,5.981714898,3.796089096,-0.102583293,-0.102583293,3.233074163,3.795920965,0,1216,253.3040758,6.492225107,4.332560214,-0.090562584,-0.090562584,3.453541633,4.332301855,0,406,255.982049,1.938455968,1.454525814,-0.025508198,-0.025508198,1.313984516,1.465786779,0,316,316,3.966728165,2.224204,-0.031515144,-0.031515144,2.914763957,2.224463992
1548,0,541,253.5044638,7.710686211,5.110795028,-0.139752537,-0.139752537,4.682730664,5.111594249,0,811,261.7007326,8.435257768,5.947867263,-0.118265456,-0.118265456,5.120894545,5.948391295,0,664.905929,247.7681735,7.327184591,5.396752407,-0.103411309,-0.103411309,4.317081136,5.395906065,0,257.9863834,508.3803799,9.156955893,5.004975805,-0.258416193,-0.258416193,5.35279906,5.021810138
1549,0,148.218738,1548.85448,6.517310041,6.146424603,0.450553147,0.450553147,6.161092491,6.60245604,0,307.891158,651.4280476,9.493679569,7.546266028,-0.045492887,-0.045492887,6.701433284,7.552044225,0,3740.094283,479.0419745,8.779526036,7.167452037,-0.038992826,-0.038992826,6.1538382,7.166861422,0,1171,274.6777409,9.781907831,6.133505107,-0.14912154,-0.14912154,6.437809198,6.133510867
1550,0,496,328.4727129,6.587179073,5.223369698,-0.055455094,-0.055455094,4.465609252,5.220029627,0,1126,293.7709067,3.577665756,2.966993533,-0.031212337,-0.031212337,2.597173594,2.964918883,0,316,389.9739684,5.501073797,3.24677627,-0.172304138,-0.172304138,3.483420155,3.308735814,0,313.6478813,289.8918079,9.010424211,5.686434404,-0.198962053,-0.198962053,4.958905112,5.686560797
1551,0,541,401.0135906,9.858612828,6.453183105,-0.137270066,-0.137270066,5.568157572,6.453198219,0,1846,344.2134618,7.12650325,4.84124721,-0.106871588,-0.106871588,4.226696008,4.841208092,0,2220.464851,305.3947914,10.382533,7.421248546,-0.097933301,-0.097933301,5.866440084,7.420823764,0,721,322.0116769,6.478413648,3.593231567,-0.133844484,-0.133844484,4.459538844,3.593710654
1552,0,586,228.9527757,11.44114746,8.043857355,-0.250433163,-0.250433163,5.862692032,8.025359685,0,2431,243.510349,13.3793552,10.74438918,-0.131078176,-0.131078176,8.641095012,10.70898623,0,1126,352.0321894,5.835602242,4.581745147,-0.093543666,-0.093543666,3.500830428,4.5891906,0,496,293.4516236,9.139729355,5.104697397,-0.250126842,-0.250126842,5.55575948,5.115977287
1553,0,541,305.8544359,3.97248263,2.439296575,-0.162125168,-0.162125168,1.837956127,2.436513479,0,385.354517,276.1233353,3.085647501,1.897809981,-0.136982772,-0.136982772,1.363924072,1.915583903,0,316,267.3108901,1.847957696,1.724642432,0.010518582,0.010518582,1.384501157,1.708886284,0,361,272.6357404,8.219337158,3.97296208,-0.527903884,-0.527903884,3.181152086,3.991996518
1554,0,912.3935732,264.6774781,5.66856834,3.493453089,-0.090182416,-0.090182416,2.924372039,3.493525974,0,676,299.1201848,4.618396849,2.783590473,-0.087477717,-0.087477717,2.18976972,2.783592534,0,408.254793,317.63982,5.498605009,3.524419612,-0.077655743,-0.077655743,2.534369358,3.524104064,0,416.4027608,421.6691792,5.148314813,2.488687989,-0.157659396,-0.157659396,2.520874845,2.488682589
1555,0,316,316,7.758725981,6.356242278,0.055318735,0.055318735,6.907406661,6.362152561,0,563.8555614,339.8513917,7.717456697,6.273510836,-0.028878226,-0.028878226,6.29334782,6.273500887,0,197.2730303,303.6514827,5.923944163,4.34976176,-0.130021481,-0.130021481,3.461179129,4.35219514,0,249.6418543,361,9.459533435,8.275493535,0.389901218,0.389901218,9.879991906,8.373630459
1556,0,208.8314269,316,2.921690823,5.307764399,1.787120665,1.787120665,5.841162066,5.307768536,0,1010.57696,44.58104715,10.73200761,7.893676483,-0.043244052,-0.043244052,6.78053932,7.896213217,0,1756,306.7357127,10.61252687,8.280666156,-0.06610627,-0.06610627,7.02825219,8.280628641,0,2116,227.1443267,12.13085089,6.664084783,-0.235433073,-0.235433073,7.004160205,6.664148551
1557,,,,,,,,,,0,267.7149892,406,5.293147727,4.967902074,-0.647217117,-0.647217117,4.057858296,5.661621395,1,271.8760471,361,13.78853945,22.48335327,-8.002971809,-8.002971809,10.39428838,22.11162385,0,301.6126859,451,5.526217729,9.184420548,0.015278747,0.015278747,6.352800046,9.02541146
1558,0,296.8257106,260.6798646,4.33015899,3.059920468,-0.059104545,-0.059104545,2.894516416,3.061735149,0,631,288.1591761,3.993847591,2.925630491,-0.050238626,-0.050238626,2.691132426,2.924793423,0,541,282.5766233,4.298328688,3.235380702,-0.050942942,-0.050942942,2.702770797,3.23459754,0,451,375.3694257,3.233963885,1.883482333,-0.049490211,-0.049490211,2.321215124,1.888529148
1559,0,647.4215216,310.0287385,9.435297124,6.514424521,-0.142858466,-0.142858466,5.697489894,6.514016631,0,1126,291.2559894,9.116137638,6.560283544,-0.119946894,-0.119946894,5.365269426,6.559296395,0,631,209.3428652,4.480962044,4.205725959,0.012551896,0.012551896,4.296419584,4.206915194,0,316,316,6.975246203,5.005297405,0.067409699,0.067409699,6.590571506,5.009043244
1560,0,666.9249212,319.1218881,6.098559596,4.100175752,-0.097973808,-0.097973808,4.188459774,4.100158348,0,366.8437449,440.3103981,8.951616876,5.91091366,-0.140267755,-0.140267755,4.831440493,5.910938452,0,884.6309716,233.2909659,7.345707652,5.23243842,-0.107485265,-0.107485265,4.194712036,5.231307692,0,291.9253148,257.9615918,6.824200585,3.758689313,-0.140360007,-0.140360007,4.642390058,3.753231426
1561,0,496,230.4840142,7.522723488,5.160072823,-0.146662623,-0.146662623,4.686046678,5.162951018,0,240.1782175,271,3.319070362,4.171037177,0.210394817,0.210394817,4.283322282,4.156134057,0,238.0086472,445.9149048,4.078109642,4.624084139,-0.677732956,-0.677732956,2.912553728,4.873418857,0,271,271,4.569767601,1.381307695,-0.056569426,-0.056569426,3.133211565,1.396678229
1562,0,586,245.3067624,7.618844334,5.332380751,-0.115723833,-0.115723833,4.905682712,5.329235844,0,241.6842096,451,4.739288871,4.25311788,0.030579716,0.030579716,4.074861764,4.252157228,0,264.2091949,406,2.184080231,3.411676498,0.100932739,0.100932739,2.369853338,3.415242164,0,177.9169342,271,4.938690295,3.96782707,0.382271601,0.382271601,5.475660876,4.01877135
1563,0,361,297.0627127,3.862402992,3.343622812,0.017867265,0.017867265,3.332948811,3.349046578,0,304.5388274,676,3.127922904,3.313849062,0.072743267,0.072743267,3.657156012,3.422972621,1,316,316,2.865689428,4.187637764,0.183599588,0.183599588,3.443661584,4.0040494,0,316,316,3.604973608,3.558783241,0.253625618,0.253625618,4.544602936,3.56087657
1564,0,451,243.3758856,6.350195698,3.711868448,-0.163590805,-0.163590805,2.89964731,3.711411825,0,1081,329.7537485,4.868562637,3.101294954,-0.129025857,-0.129025857,2.346030081,3.101662982,0,361,293.9333668,1.791824,1.339909132,-0.021024685,-0.021024685,1.220185739,1.350147928,0,236.3545618,261.9420776,3.077680637,1.800839998,0.180375786,0.180375786,3.238329801,1.803642488
1565,0,451,276.6342281,2.467490266,2.099583523,0.00209211,0.00209211,2.04518714,2.102695471,0,271,271,0.668977458,0.450102462,0.01085676,0.01085676,0.555515395,0.46277586,0,271,482.3595193,1.172425292,1.653182963,0.081010209,0.081010209,1.677355436,1.665097063,0,200.7666291,316,2.494960829,1.614472658,0.020084712,0.020084712,2.151494935,1.615484207
1566,0,466.3384784,471.629807,2.018796246,3.571142304,1.585984659,1.585984659,4.036408831,3.571138976,0,145.614204,271,2.081687159,3.812537749,1.327678332,1.327678332,4.162344998,3.812577091,0,261.6212714,280.058802,9.796949578,7.313434011,-0.063902194,-0.063902194,5.913087495,7.318404872,0,1351,258.5935216,9.781352924,5.514640222,-0.197400603,-0.197400603,5.700063044,5.51464945
1567,0,583.0361495,430.5836331,4.628125132,3.368044133,-0.059727559,-0.059727559,2.940043692,3.36651409,0,496,320.0141852,3.066165242,2.438119839,-0.029285472,-0.029285472,2.242591945,2.436392532,0,2746,293.0039022,3.394631169,2.802546848,-0.023553519,-0.023553519,2.367068226,2.799288298,0,342.0319223,308.6714176,4.609857875,1.969624522,-0.212942565,-0.212942565,2.138385931,1.975520445
1568,0,323.8432911,288.259327,11.16812456,8.478802931,-0.093225212,-0.093225212,7.938907751,8.478382696,0,1756,292.4244113,11.34811868,9.17692623,-0.067275436,-0.067275436,8.40234504,9.177623611,0,1595.051216,253.4167997,9.991169278,8.357297206,-0.049965069,-0.049965069,7.532906528,8.352492325,0,361,218.3420671,11.11525017,7.172201163,-0.157309866,-0.157309866,8.224617468,7.17245351
1569,0,327.436771,264.1843338,9.367975033,7.259632971,-0.072557012,-0.072557012,7.062742754,7.258945524,0,1666,255.7555511,10.78072933,9.174265522,-0.046656794,-0.046656794,8.567882946,9.17331283,0,4274.739173,201.7664479,13.54141888,12.24685523,-0.027801821,-0.027801821,11.27332111,12.24369519,0,355.5237695,281.887229,9.294902018,7.575006984,0.069162452,0.069162452,8.708086771,7.572226448
1570,0,435.8845194,297.7701173,6.32727142,4.237875725,-0.090660896,-0.090660896,3.749617689,4.237761089,0,2111.477743,258.0737032,7.305103419,4.879033262,-0.094902566,-0.094902566,3.853795795,4.878856301,0,2400.057424,263.0217861,6.435349735,4.762104766,-0.065309037,-0.065309037,3.769785386,4.761058957,0,541,245.9154041,7.109797542,3.97187573,-0.1592906,-0.1592906,4.185892939,3.971565955
1571,0,406,406,3.453802069,6.252480517,2.231121576,2.231121576,6.906612176,6.252481239,0,153.2652572,309.8509206,11.3087477,8.564535759,0.019353525,0.019353525,7.561205772,8.57579219,0,4501,153.0022463,12.5004291,9.4953391,-0.08236789,-0.08236789,7.920520541,9.495220111,0,1891,297.7225985,11.74304547,7.063627446,-0.197224504,-0.197224504,7.707674546,7.063639093
1572,1,283.1036784,736.3637015,3.881860913,5.85242921,0.150393745,0.150393745,8.165704303,6.683223155,0,292.6213654,496,4.921753196,3.823431243,-0.29206985,-0.29206985,3.045251743,3.942414625,0,393.4897714,294.5918553,10.59707158,12.33760915,0.336174298,0.336174298,9.844090417,11.6926551,0,361,284.295399,11.43841482,6.039077983,-0.520824519,-0.520824519,6.043195593,6.047268618
1573,0,406,320.4916579,9.049996675,5.941836084,-0.16272471,-0.16272471,5.008117745,5.942099835,0,451,310.0556454,9.38759459,6.823868027,-0.120419424,-0.120419424,5.520562625,6.823788098,0,2247.183015,361.6196075,8.327493092,6.302889255,-0.094581823,-0.094581823,4.988786231,6.299097175,0,766,282.677427,6.627405418,3.996057546,-0.098398352,-0.098398352,4.967400044,3.996760606
1574,0,195.5262594,318.0148807,10.31984644,6.900059034,-0.128653142,-0.128653142,6.045668538,6.912585644,0,361,361,2.664289612,4.945596953,1.843740859,1.843740859,5.328063426,4.945591071,0,4501,240.391089,11.16438279,8.35938543,-0.083811513,-0.083811513,6.877557007,8.359186658,0,1756,518.6508101,9.959711503,5.804059254,-0.188678353,-0.188678353,6.451954284,5.80406661
1575,0,406,293.9190662,9.920389089,6.435601133,-0.1506587,-0.1506587,5.437930417,6.435579767,0,667.3794978,296.7195709,10.69241831,7.481352262,-0.116655223,-0.116655223,6.120945258,7.480773202,0,2959.483342,231.7258572,9.019305511,6.513092444,-0.094952926,-0.094952926,5.164646685,6.512520423,0,586,268.9878013,10.65455945,5.656207031,-0.285194826,-0.285194826,5.670934399,5.65643026
1576,1,16.19034295,2.30541079,8.333397046,8.286353767,0.665923447,0.665923447,8.549922973,9.204378902,0,46.03729292,9.618688204,12.47051724,10.17003669,0.037815806,0.037815806,8.975841606,10.27959481,0,4050.728999,105.6291753,11.88979141,9.896524379,-0.045904334,-0.045904334,8.599197211,9.895700733,0,205.5644135,252.8268774,12.72176413,7.277372841,-0.247925727,-0.247925727,7.751244219,7.284504437
1577,0,451,345.6595187,3.434963814,6.042501441,1.976414102,1.976414102,6.861568934,6.042562746,0,1721.55397,216.0353183,13.04497728,9.958374308,-0.103650836,-0.103650836,8.723261462,9.957794872,0,725.8155405,333.7330041,13.70148594,10.77789092,-0.083119191,-0.083119191,9.137639323,10.77753454,0,586,335.3308159,12.49091125,7.176712099,-0.274452899,-0.274452899,7.833562608,7.176717864
1578,0,266.5254947,284.0957376,9.626164656,7.648219956,-0.064001846,-0.064001846,7.149868944,7.645491842,0,948.4232943,527.5325258,9.930243016,8.005684699,-0.058922062,-0.058922062,7.054667852,8.003397282,1,327.2952017,313.5628758,0.69305447,0.678847311,-0.059166707,-0.059166707,1.321746641,0.957731866,0,496,230.6144751,10.37892161,6.396373327,-0.180929106,-0.180929106,6.680831751,6.396568126
1579,0,1531,394.7394759,10.49101065,7.410321933,-0.13243723,-0.13243723,6.009164647,7.4089077,0,721,294.3038492,7.815234619,5.71213785,-0.102005556,-0.102005556,4.683265149,5.709105883,0,361,301.4759078,2.799275961,2.01561858,-0.066727454,-0.066727454,1.661589018,2.017936439,0,406,296.8127207,8.465716478,5.132259039,-0.191963913,-0.191963913,5.061362689,5.13218807
1580,0,245.7444098,361,1.918665596,2.253311634,0.105248747,0.105248747,2.697466058,2.250666511,0,667.4593426,265.1915803,2.805191662,2.730021715,0.008177858,0.008177858,2.641554381,2.728406357,1,255.7720831,496,7.63245465,13.91271266,0.953846826,0.953846826,9.780951383,13.40308178,0,470.3315039,503.2690306,4.135983742,2.808489662,-0.061676011,-0.061676011,2.826560586,2.810683176
1581,0,676,367.7675774,8.974867633,5.598759364,-0.175230985,-0.175230985,4.838770448,5.598785017,0,1121.407966,340.6902188,9.531779038,6.523075026,-0.13450712,-0.13450712,5.404288835,6.522864358,0,721,234.8278136,8.834864327,6.39043025,-0.106269064,-0.106269064,5.078085394,6.389783313,0,496,343.1571814,13.8068556,6.701129879,-0.439709274,-0.439709274,5.993757897,6.70083153
1582,0,340.7029645,332.2870504,4.732696379,2.878073736,-0.076079769,-0.076079769,3.047078808,2.907899726,0,316,316,3.195541813,2.600074002,-0.015150977,-0.015150977,2.386519233,2.604346404,0,361,361,4.33677503,3.747474183,0.35024067,0.35024067,4.315668285,3.734257256,0,316,287.2410717,5.938040095,4.53405653,0.450800945,0.450800945,6.610815231,4.555331978
1583,0,271,271,3.729997306,6.932080369,1.72724786,1.72724786,7.458242003,6.932015148,0,547.5946337,361.7361721,3.640994422,6.915384612,1.377514834,1.377514834,7.280452807,6.915276228,0,631,304.3668674,3.479111268,6.681138494,0.903676494,0.903676494,6.954015466,6.680299741,0,1531,84.34291999,13.67171374,8.906446088,-0.155125654,-0.155125654,9.329527082,8.90644989
1584,0,406,308.8879184,5.474605714,3.463325517,-0.096005607,-0.096005607,3.118693924,3.463335128,0,1261,321.8023614,6.115477891,4.077216915,-0.089122155,-0.089122155,3.323284521,4.077205703,0,754.6926348,348.9746763,5.739385053,4.002622822,-0.073347835,-0.073347835,3.161034847,4.002039603,0,541,222.2667446,5.086975841,2.878227135,-0.117815273,-0.117815273,3.314947364,2.878307209
1585,0,460.622971,329.9049031,7.299583789,6.115983793,0.025752472,0.025752472,6.272329811,6.118065033,0,1756,266.4737419,10.62796503,9.16188422,-0.055848105,-0.055848105,8.34946145,9.156635393,0,287.2335788,308.8534475,3.322622352,2.372474605,-0.091292867,-0.091292867,2.036169699,2.449985086,0,316,309.5862163,7.384466804,3.311477814,-0.445816985,-0.445816985,3.946761179,3.359710913
1586,0,361,361,2.072602587,2.131045033,0.064973034,0.064973034,2.36306659,2.178346269,0,302.6739336,318.5332289,0.942270842,1.022025696,0.055897508,0.055897508,1.018888549,1.046667996,0,301.3056194,417.482918,0.977507058,1.556149858,0.089541025,0.089541025,1.245237731,1.526564492,0,271,210.9132649,2.916587122,3.123132295,0.139293216,0.139293216,3.476879978,3.118754739
1587,0,341.5573916,402.0405026,8.548795028,5.792221571,-0.133066339,-0.133066339,4.996021044,5.792835558,0,541,297.2724383,7.162105823,4.916195878,-0.120200919,-0.120200919,3.92238338,4.916017269,0,703.0590263,227.4648284,5.187668946,3.849134299,-0.088028577,-0.088028577,2.818905835,3.849136783,0,316,261.9049307,6.320602215,3.198059684,-0.193390625,-0.193390625,3.825924848,3.199950126
1588,0,1891,279.7930682,11.72104395,9.518847916,-0.093497705,-0.093497705,8.4567959,9.515226965,0,212.9647732,368.2388248,2.970316993,2.518662576,-0.007218452,-0.007218452,2.30817548,2.557118311,0,230.0144916,492.0844549,3.557180078,4.571613821,0.121128986,0.121128986,4.669329796,4.69467693,0,470.3315039,352.2586251,10.8045141,6.445413601,-0.258586959,-0.258586959,6.74878831,6.445476836
1589,0,271,271,1.03257924,1.820355535,0.766715399,0.766715399,2.064635539,1.820353317,0,1846,221.4042459,4.846824274,3.234368462,-0.049970796,-0.049970796,2.679577417,3.234370076,0,301.7325321,318.1159386,4.317324082,2.90949988,-0.045359373,-0.045359373,2.255229317,2.915642328,0,676,489.2091863,3.875712086,2.199620089,0.090481481,0.090481481,2.465075263,2.199619901
1590,0,361,361,5.089239116,4.905092651,0.099490434,0.099490434,4.71280084,4.915908025,0,270.2223843,451,4.594591204,4.853988865,0.123430791,0.123430791,5.050479705,4.887870143,,,,,,,,,,0,361,361,6.53736723,5.217128887,0.220190569,0.220190569,6.116438568,5.311539111
1591,0,1846,308.9462829,1.097779155,0.802566274,-0.01087846,-0.01087846,0.719031857,0.802566744,0,1834.043369,352.8464426,1.145676645,0.884292071,-0.00856824,-0.00856824,0.741819035,0.883981973,0,2324.497166,263.3419056,0.782693563,0.626351768,-0.006186556,-0.006186556,0.50432539,0.625443771,0,496,225.1155596,1.370051018,0.808998069,-0.028710359,-0.028710359,0.798001811,0.809054852
1592,0,361,317.5640208,11.99178997,8.290938393,-0.208444101,-0.208444101,6.862456953,8.289603154,0,624.930804,358.1666188,8.796462919,6.515253463,-0.128737891,-0.128737891,5.710961353,6.515340164,0,458.4530736,272.6414759,4.660836309,3.401946647,-0.087480399,-0.087480399,2.972134688,3.423653681,0,280.2991822,772.8143924,12.96797094,6.063926668,-0.700470281,-0.700470281,4.984948052,6.07543221
1593,0,361,352.7383289,3.033525512,5.236061413,2.153022022,2.153022022,6.061487706,5.236109798,0,181.2645671,828.9288246,13.81078416,9.610319818,-0.149465275,-0.149465275,7.951356273,9.609938877,0,1261,377.4542556,13.18290428,9.685544465,-0.121343788,-0.121343788,7.71093508,9.684564967,0,766,322.2782555,13.23320112,6.949417898,-0.333692936,-0.333692936,7.414057155,6.948764129
1594,0,676,205.4190785,8.434122101,5.957434009,-0.110460872,-0.110460872,5.287479338,5.957337673,0,406,273.9011912,9.808885961,7.472163103,-0.081757688,-0.081757688,6.461308898,7.470212899,0,3805.649415,244.4718168,9.812769143,7.378117575,-0.079416175,-0.079416175,5.822255145,7.376763842,0,496,281.9632402,10.11211923,5.516836331,-0.257026979,-0.257026979,5.702119329,5.516890966
1595,0,296.706595,303.6625017,7.431739741,6.181531867,0.044356795,0.044356795,6.620851595,6.1834393,0,672.5617863,295.6014468,7.247945653,6.071853949,-0.032270962,-0.032270962,5.833163915,6.08393921,0,249.5184974,399.261188,5.022442486,6.558083658,0.219961101,0.219961101,6.694070679,6.567950675,0,351.669535,237.7530542,9.298328892,5.722026991,-0.121372073,-0.121372073,6.60090221,5.803858308
1596,0,179.9712594,324.5601892,1.837364114,3.033664715,1.399146832,1.399146832,3.66965799,3.033720469,0,997.2647597,223.8484191,9.185014603,5.942382632,-0.125373279,-0.125373279,4.857377994,5.944758687,0,1756,518.3878749,9.661316925,6.509169522,-0.11026265,-0.11026265,5.001993956,6.509056254,0,361,278.235567,8.430736011,4.288290803,-0.217260277,-0.217260277,4.844191327,4.288289995
1597,0,711.5347568,220.4503987,17.25679054,10.91853521,-0.252871168,-0.252871168,8.693812225,10.91782388,0,1486,271.0287762,14.86140709,10.58765212,-0.170688164,-0.170688164,8.600384389,10.58617147,0,2386,253.5647944,14.56932925,11.60973094,-0.098396599,-0.098396599,9.807637629,11.60851838,0,690.4668311,231.9233908,11.71094284,7.280123194,-0.182643827,-0.182643827,8.344665242,7.279123132
1598,0,811,292.0580188,11.42821258,7.256168594,-0.17555397,-0.17555397,6.041801982,7.256134735,0,1081,228.131614,10.25860207,6.922899001,-0.142049763,-0.142049763,5.54986025,6.923068176,0,406,277.4646212,10.21497534,7.311882956,-0.112765509,-0.112765509,5.616455831,7.310750486,0,676,249.6262921,10.32036012,5.291332322,-0.291858895,-0.291858895,5.734221703,5.291440835
1599,0,946,469.9308516,13.6642872,9.524207865,-0.252399118,-0.252399118,7.405989391,9.516550656,0,946,228.9919278,11.00869759,8.212409271,-0.181507505,-0.181507505,6.353885811,8.212724023,1,364.1501502,856,2.47582766,2.308911415,-0.064557489,-0.064557489,2.468410115,2.537899138,0,281.4967021,467.4186728,9.369009439,5.490437321,-0.152923696,-0.152923696,6.371529026,5.544337287
1600,0,676,282.4106297,2.161507098,1.827255812,-0.001142123,-0.001142123,1.827167935,1.828392796,0,361,257.7199963,1.434883856,1.283327094,0.0080192,0.0080192,1.267094417,1.283247309,0,186.6665804,454.4366657,0.692328823,0.881315521,0.026545715,0.026545715,0.812349843,0.890625844,0,402.4529564,271,2.346384959,0.802880649,-0.164529401,-0.164529401,1.000012472,0.814120101
1601,0,49.59957732,20.45319794,10.98434364,8.438817483,0.040338285,0.040338285,8.334891751,9.270830188,0,1631.139971,328.5104591,11.19249905,8.662027469,-0.072116498,-0.072116498,7.568579115,8.661812969,0,856,337.7853259,10.79357313,8.86008778,-0.052326345,-0.052326345,7.506674474,8.856074538,0,245.7299531,268.5895748,14.18842943,7.647607024,-0.276819972,-0.276819972,7.652702534,7.648634813
1602,0,2026,384.8195604,9.459382804,8.378057517,-0.02534572,-0.02534572,7.9749179,8.377630397,0,554.6137264,227.1650446,4.86380152,5.819175827,0.064561211,0.064561211,6.321315502,5.825613815,0,314.7863507,1009.56747,2.736510751,3.960307048,0.122217038,0.122217038,4.086285497,3.977140159,0,811,227.4542521,8.69451529,6.743862528,-0.036150913,-0.036150913,7.24441268,6.74390455
1603,0,314.3391865,297.7396813,11.43545929,7.529240746,-0.1539347,-0.1539347,6.236863463,7.529086138,0,555.7577919,271.7808732,10.96208793,7.287584205,-0.142928689,-0.142928689,5.658155178,7.287176354,0,4501,329.1067084,11.81284954,9.00110359,-0.08754743,-0.08754743,7.290972361,8.999883471,0,175.7262635,293.3642811,11.48514485,5.995063934,-0.285842978,-0.285842978,6.189434324,5.994772226
1604,0,333.0054011,416.6156477,13.03338891,9.372102765,-0.125251986,-0.125251986,8.462398823,9.362174993,0,496,325.9513985,12.1576199,9.028862964,-0.105352989,-0.105352989,7.949779709,9.028894933,0,4501,183.7709749,14.63016768,11.49845698,-0.085294329,-0.085294329,9.620142586,11.49232285,0,631,240.4543828,13.95026553,8.49635168,-0.242669638,-0.242669638,8.514158319,8.496324138
1605,0,406,406,2.667874845,2.130484684,0.033587153,0.033587153,2.371727815,2.130855862,0,271,377.7861709,2.565853262,3.543087601,0.176136127,0.176136127,3.873899467,3.521692078,1,334.1389031,496,0.142202874,0.314226893,0.006513942,0.006513942,0.19951729,0.332872657,0,271,271,4.882213,2.569586751,-0.087706408,-0.087706408,3.265002174,2.575274182
1606,0,271,271,10.61759295,7.109676716,-0.227246395,-0.227246395,6.110096475,7.110370128,0,811,246.7773594,11.08974487,7.534055746,-0.228780397,-0.228780397,5.684981274,7.524755996,0,803.5008413,285.7860535,10.01723643,7.085766714,-0.17605956,-0.17605956,5.306006476,7.080153582,0,302.1095244,361,9.678810194,5.936769599,-0.1015894,-0.1015894,6.635825729,5.958815235
