tree.number,models80,likelihood.80,aicc.80,lambda.80,alpha.80,mu.80,beta.80,models.50,likelihood.50,aicc.50,lambda.50,alpha.50,mu.50,beta.50,models.20,likelihood.20,aicc.20,lambda.20,alpha.20,mu.20,beta.20,models.s20,likelihood.s20,aicc.s20,lambda.s20,alpha.s20,mu.s20,beta.s20,lambda.init.sim.80,lambda.final.sim.80,alpha.sim.80,mu.sim.80,netdiv.sim.80,ntip.80,lambda.init.sim.50,lambda.final.sim.50,alpha.sim.50,mu.sim.50,netdiv.sim.50,ntip.50,lambda.init.sim.20,lambda.final.sim.20,alpha.sim.20,mu.sim.20,netdiv.sim.20,ntip.20,lambda.init.sim.s20,lambda.final.sim.s20,alpha.sim.s20,mu.sim.s20,netdiv.sim.s20,ntip.s20,time.80,time.50,time.20,time.s20,decline.length.80,decline.length.50,decline.length.20,gamma.80,gamma.50,gamma.20,gamma.s20,cga.80,cga.50,cga.20,cga.s20
580,bvardcst,-13.03148029,35.06296058,0.004683497,-1.467333313,0.196986877,NA,bvardcst,-72.03045103,150.5609021,0.384173945,-0.722204397,1.08716176,NA,bvardcst,-93.93735899,194.1474452,0.968375463,-0.594407885,1.465353505,NA,bvardcst,-18.83764008,44.07528017,1.453372386,-1.095539898,-0.888807468,NA,6.245398,0.191322526,0.7477649,1.240628,-1.049305474,12,6.245398,0.375008627,0.7477649,1.240628,-0.865619373,52,6.245398,0.632945589,0.7477649,1.240628,-0.607682411,92,6.245398,2.034393057,0.7477649,1.240628,0.793765057,64,4.661411,3.761411,3.061411,1.5,2.5,1.6,0.9,-0.767897609,-0.274604617,-0.099066848,-0.110755114,4.649982978,3.749982979,3.049982979,3.149982979
581,bvardcst,-463.989284,934.0471394,0.067337208,-0.969595772,0.941237408,NA,bvardcst,-1193.173253,2392.372938,0.213542136,-0.955037899,1.00962754,NA,bvardcst,-1721.365521,3448.746526,0.45003215,-0.929261891,1.0614392,NA,bvardcst,-200.385528,406.7859906,2.124958076,-0.961159659,1.488330343,NA,9.417522,0.086389602,0.9214253,1.039729,-0.953339398,354,9.417522,0.23803915,0.9214253,1.039729,-0.80168985,912,9.417522,0.453698493,0.9214253,1.039729,-0.586030507,1554,9.417522,1.966290921,0.9214253,1.039729,0.926561921,1611,5.091525,3.991525,3.291525,1.7,2.7,1.6,0.9,-0.630497065,-0.437362749,-0.301200313,-0.054670056,5.045397844,3.945397845,3.245397845,3.418266492
582,bvardcst,-14.71748758,39.43497516,0.124306993,-0.885332141,1.06268984,NA,bvardcst,-55.45528574,117.5105715,0.292324677,-0.949874143,0.996692551,NA,bvardcst,-67.87043638,142.1218251,0.346218322,-0.985705901,0.257803685,NA,bcstdcst,1.096431074,2.029360074,2.773338128,NA,9.48E-06,NA,7.842926,0.122819006,0.9419352,1.177744,-1.054924994,10,7.842926,0.315023417,0.9419352,1.177744,-0.862720583,44,7.842926,0.554356563,0.9419352,1.177744,-0.623387437,67,7.842926,2.097828368,0.9419352,1.177744,0.920084368,57,4.412889,3.412889,2.812889,1.4,2.4,1.4,0.8,-0.459463587,-0.361814833,-0.322062771,-0.143332239,4.157658672,3.157658672,2.557658672,2.744037501
583,bvardvar,-1216.347504,2440.745706,0.22131461,-0.699596745,1.480844957,2.85981457,bvardcst,-2928.732187,5863.475759,0.573609123,-0.606751993,1.528732589,NA,bvardcst,-3973.663281,7953.333327,0.797456612,-0.621541159,1.374090579,NA,bvardvar,-864.0412612,1736.09269,2.014958866,-0.818252432,2.283725868,4.04501873,8.010249,0.320548184,0.6096018,1.4715,-1.150951816,794,8.010249,0.554836917,0.6096018,1.4715,-0.916663084,2112,8.010249,0.850135277,0.6096018,1.4715,-0.621364723,3552,8.010249,2.226783275,0.6096018,1.4715,0.755283276,3939,5.279585,4.379585,3.679585,2.1,2.5,1.6,0.9,-0.38724841,-0.220172529,-0.150474141,-0.013395463,5.273897087,4.373897088,3.673897089,4.181507787
584,bvardcst,-80.6189729,167.690776,0.260221176,-0.768336046,1.540691495,NA,bvardvar,-188.8153893,385.9104989,0.338647447,-0.974944357,2.22779548,1.167048668,bvardcst,-231.4828677,469.0714623,0.90381013,-0.759993031,1.775857927,NA,bvardcst,-21.09303833,48.29667574,2.666120631,-0.752860096,2.088298336,NA,9.934578,0.205662123,0.8209915,1.359015,-1.153352877,57,9.934578,0.430577355,0.8209915,1.359015,-0.928437645,148,9.934578,0.704664565,0.8209915,1.359015,-0.654350436,231,9.934578,2.266499791,0.8209915,1.359015,0.907484791,221,4.722999,3.822999,3.222999,1.8,2.3,1.4,0.8,-0.443945503,-0.282636417,-0.160445243,-0.139392863,4.500005514,3.600005514,3.000005515,2.700005515
585,bvardvar,-123.066874,254.7686686,0.040687431,-0.719051958,0.896811433,0.503845482,bvardcst,-269.8106706,545.778204,0.369167252,-0.468231146,1.070578291,NA,bvardvar,-391.4742558,791.1000267,0.382911866,-0.644425958,1.716404667,0.796187626,bvardcst,-155.5082436,317.1047225,1.660398641,-0.606295989,1.666394169,NA,5.631174,0.164177686,0.4919918,0.9186644,-0.754486714,68,5.631174,0.311232006,0.4919918,0.9186644,-0.607432394,157,5.631174,0.509041952,0.4919918,0.9186644,-0.409622448,269,5.631174,1.491735319,0.4919918,0.9186644,0.573070919,276,7.185331,5.885331,4.885331,2.7,3.5,2.2,1.2,-0.546894567,-0.243253421,-0.181281408,-0.124727305,6.981184334,5.681184335,4.681184335,4.281184335
586,bvardvar,-187.7377086,383.7318275,-0.000586605,-1.10563446,1.403453441,-0.067374548,bvardcst,-619.5096691,1245.078306,0.024501586,-0.910115555,0.45102671,NA,bvardcst,-913.6824396,1833.403218,0.101942395,-0.912167477,0.564690956,NA,bvardvar,-344.8122944,697.6862221,0.849694088,-1.321604784,3.542363586,0.605223626,6.567062,0.002210898,0.8916449,0.3563006,-0.354089702,161,6.567062,0.022458643,0.8916449,0.3563006,-0.333841957,411,6.567062,0.085553582,0.8916449,0.3563006,-0.270747018,630,6.567062,0.923529781,0.8916449,0.3563006,0.567229181,654,8.96817,6.36817,4.86817,2.2,5.7,3.1,1.6,-0.860264893,-0.669210892,-0.509494071,-0.717267522,8.864169962,6.264169963,4.764169963,6.664169963
587,bvardcst,-126.1969069,258.7520227,0.910916507,-0.198614929,1.782722577,NA,bvardcst,-313.5942276,633.3016627,1.226166568,-0.182163479,1.791206729,NA,bvardcst,-379.4875664,765.0483035,1.650756049,-0.173412129,2.045179289,NA,bvardvar,-159.4555669,327.0401661,2.157629699,-0.332301374,-2.737016173,4.029455893,4.82373,0.987441303,0.2008939,1.916138,-0.928696697,71,4.82373,1.231638093,0.2008939,1.916138,-0.684499907,216,4.82373,1.475725268,0.2008939,1.916138,-0.440412732,332,4.82373,2.387910791,0.2008939,1.916138,0.471772791,315,7.895639,6.795639,5.895639,3.5,3.3,2.2,1.3,0.07389811,0.12659664,0.154315235,0.003885689,7.815139407,6.715139408,5.815139407,3.199239397
588,bvardcst,-52.90139734,112.4181793,0.003712357,-1.2882198,0.272559958,NA,bvardcst,-155.9713097,318.1628028,0.109377847,-0.980874534,0.800466512,NA,bvardcst,-231.6072364,469.343505,0.288510238,-0.980768109,0.956676128,NA,bvardcst,-59.12059632,124.3611926,1.462657848,-1.015325588,0.763423498,NA,7.736808,0.036495372,0.9064567,0.7266844,-0.690189028,43,7.736808,0.129829862,0.9064567,0.7266844,-0.596854539,113,7.736808,0.293546443,0.9064567,0.7266844,-0.433137957,190,7.736808,1.513412658,0.9064567,0.7266844,0.786728258,204,5.909338,4.509338,3.609338,1.8,3.3,1.9,1,-0.774624272,-0.528116382,-0.380178132,-0.285590055,5.78071353,4.38071353,3.48071353,8.706398324
589,bvardcst,-316.4184038,638.9416111,0.007319734,-0.94189119,0.453484286,NA,bvardcst,-758.745306,1523.536153,0.038744269,-1.000847934,0.459361617,NA,bvardcst,-1290.272399,2586.569851,0.160820644,-0.941102388,0.521511555,NA,bvardcst,-418.7904718,843.6063404,1.016494842,-0.931003538,0.092108949,NA,9.052446,0.008147606,0.9331964,0.4946191,-0.486471494,233,9.052446,0.052673735,0.9331964,0.4946191,-0.441945365,531,9.052446,0.161410793,0.9331964,0.4946191,-0.333208307,962,9.052446,1.161837632,0.9331964,0.4946191,0.667218532,949,7.515102,5.515102,4.315102,2.2,4.4,2.4,1.2,-0.778798548,-0.628672134,-0.442442595,-0.75634392,7.429014592,5.429014593,4.229014593,16.80295851
590,bvardcst,-15.2698773,39.96832603,0.768328052,-0.541852938,2.704821263,NA,bvardcst,-40.7490112,88.35516526,0.47433472,-0.842456964,1.892466924,NA,bvardcst,-49.97780079,106.4889349,1.166247328,-0.766712024,2.848507682,NA,bvardcst,-13.08221504,32.46443009,1.77842461,-0.858461653,0.457540219,NA,6.753038,0.224996451,0.749893,1.3608,-1.135803549,11,6.753038,0.476266528,0.749893,1.3608,-0.884533472,32,6.753038,0.746886647,0.749893,1.3608,-0.613913353,49,6.753038,2.192742356,0.749893,1.3608,0.831942356,84,4.536198,3.536198,2.936198,1.5,2.4,1.4,0.8,-0.208190148,-0.305736347,-0.140729618,-0.234003467,4.143387958,3.358829004,2.758829004,2.858829004
591,bvardcst,-461.3397256,928.7619254,0.130505542,-0.678983362,1.069540429,NA,bvardcst,-1124.467697,2254.967695,0.28124366,-0.701662588,1.134594949,NA,bvardcst,-1566.285393,3138.590266,0.479114252,-0.737868039,1.138215587,NA,bvardcst,-478.9679431,963.9536903,1.622728056,-0.712131831,-0.879839274,NA,8.603522,0.095105014,0.7284514,0.9097605,-0.814655486,295,8.603522,0.227949332,0.7284514,0.9097605,-0.681811168,747,8.603522,0.439101079,0.7284514,0.9097605,-0.470659421,1236,8.603522,1.610804002,0.7284514,0.9097605,0.701043502,1352,6.184277,4.984277,4.084277,2.3,3.1,1.9,1,-0.542271217,-0.370268229,-0.263719595,-0.265023167,6.052542431,4.852542433,3.952542434,3.752542434
592,bvardcst,-17.6679776,43.33595519,0.010917092,-1.445883287,0.5264364,NA,bvardcst,-75.15195285,156.7483501,0.288795091,-0.915845333,1.163973002,NA,bvardcst,-104.0955072,214.4490789,0.730338625,-0.807554114,1.636350514,NA,bcstdcst,-8.829009832,21.75638032,2.531371598,NA,0.000290713,NA,7.152256,0.267499376,0.7414166,1.471997,-1.204497624,16,7.152256,0.521334658,0.7414166,1.471997,-0.950662342,58,7.152256,0.813415569,0.7414166,1.471997,-0.658581431,97,7.152256,2.352086794,0.7414166,1.471997,0.880089794,125,4.432145,3.532145,2.932145,1.5,2.3,1.4,0.8,-0.723744391,-0.378752113,-0.197500807,-0.197500807,4.330724514,3.430724515,2.830724515,2.830724515
593,bvardcst,-70.2864933,147.2396533,0.779752999,-0.236842941,1.463930399,NA,bvardcst,-144.6250258,295.4853457,1.131000729,-0.2091195,1.526610945,NA,bvardcst,-155.4537958,317.0675916,1.863231041,-0.202606438,2.359134561,NA,bvardcst,-57.44861634,121.0832792,3.40950622,-0.407157111,4.501441676,NA,4.959142,0.918938727,0.2527141,1.961298,-1.042359273,40,4.959142,1.213428322,0.2527141,1.961298,-0.747869678,106,4.959142,1.485306216,0.2527141,1.961298,-0.475991784,154,4.959142,2.506543398,0.2527141,1.961298,0.545245398,133,6.670655,5.570655,4.770655,2.7,3,1.9,1.1,0.022985915,0.090838257,0.162579504,-0.06940115,6.428924842,5.328924842,4.528924842,3.146885565
594,bvardcst,-102.5435857,211.4349975,0.078449265,-0.862343337,0.933003735,NA,bvardcst,-273.3180182,552.7630204,0.26102882,-0.804844457,1.079744026,NA,bvardcst,-402.6842905,811.4393774,0.478482533,-0.825726386,-1.076146348,NA,bvardcst,-102.0398263,210.1380468,1.42873183,-0.814229931,-2.82E-06,NA,7.415692,0.11631482,0.7788371,1.029722,-0.91340718,73,7.415692,0.273970734,0.7788371,1.029722,-0.755751266,193,7.415692,0.510857646,0.7788371,1.029722,-0.518864354,343,7.415692,1.825203551,0.7788371,1.029722,0.795481551,415,5.334945,4.234945,3.434945,1.8,2.8,1.7,0.9,-0.614445204,-0.387174588,-0.27333802,-0.130727704,5.315757848,4.215757849,3.415757849,3.418075645
595,bvardcst,-681.7649631,1369.593756,0.032128172,-0.597073247,0.528612141,NA,bvardcst,-1705.031103,3416.088321,0.129367789,-0.551764436,0.589201071,NA,bvardcst,-2435.940861,4877.897732,0.269485496,-0.54608884,0.593799087,NA,bvardcst,-1094.442968,2194.901862,1.115311647,-0.603164105,-0.868057181,NA,5.708031,0.04155384,0.5631319,0.5541284,-0.51257456,380,5.708031,0.121139231,0.5631319,0.5541284,-0.432989169,923,5.708031,0.251894922,0.5631319,0.5541284,-0.302233478,1503,5.708031,1.05387983,0.5631319,0.5541284,0.49975143,1511,8.741539,6.841539,5.541539,3,4.6,2.7,1.4,-0.658551987,-0.429799849,-0.296160655,-0.283298306,8.71536308,6.815363082,5.515363081,7.588690321
596,bvardvar,-33.28096256,76.56192512,0.007007814,-1.019427055,-0.496846687,3.036371128,bvardcst,-157.3092607,320.8685215,0.126428572,-0.772799272,0.804194372,NA,bvardcst,-231.9028689,469.9529771,0.358490559,-0.749001827,1.149882212,NA,bvardcst,-90.75390223,187.6396726,1.22675686,-0.80958314,0.652908971,NA,7.88651,0.029830997,0.81059,0.6492319,-0.619400903,25,7.88651,0.109124783,0.81059,0.6492319,-0.540107117,100,7.88651,0.245447243,0.81059,0.6492319,-0.403784657,167,7.88651,1.32558743,0.81059,0.6492319,0.676355531,186,6.880619,5.280619,4.280619,2.2,3.8,2.2,1.2,-0.776008622,-0.485188748,-0.326545408,-0.408310663,6.597437637,4.997437638,3.997437638,4.397437638
597,bvardcst,-122.9906666,252.2776295,0.520695392,-0.590081914,2.052013586,NA,bvardcst,-259.1244743,524.3713975,0.635882315,-0.6823106,-1.826749177,NA,bvardcst,-352.2464306,710.5678612,0.672972698,-0.764083625,1.301091008,NA,bvardcst,-51.53009454,109.1351891,2.215123281,-0.770695431,-1.448879317,NA,7.772436,0.348360572,0.645615,1.537868,-1.189507428,85,7.772436,0.622841187,0.645615,1.537868,-0.915026813,200,7.772436,0.917507331,0.645615,1.537868,-0.620360669,324,7.772436,2.431422869,0.645615,1.537868,0.893554869,324,4.809524,3.909524,3.309524,1.8,2.3,1.4,0.8,-0.294289849,-0.221794201,-0.206136601,-0.119416872,4.705776204,3.805776204,3.205776204,2.905776204
598,bcstdcst,-15.73569136,38.47138271,0.197373448,NA,-5.86E-08,NA,bvardcst,-62.3113174,131.3083491,0.708110658,-0.350518935,1.374957289,NA,bvardcst,-76.81042284,160.0736759,0.708399778,-0.319966465,0.75975628,NA,bcstdcst,-31.07064993,66.3446897,1.941179229,NA,0.602385885,NA,6.468273,0.563098935,0.3785298,1.625123,-1.062024065,7,6.468273,0.822201206,0.3785298,1.625123,-0.802921794,39,6.468273,1.112994023,0.3785298,1.625123,-0.512128977,57,6.468273,2.241231986,0.3785298,1.625123,0.616108986,62,6.449186,5.449186,4.649186,2.8,2.8,1.8,1,-0.381478727,-0.066253718,-0.061070886,0.047866876,5.834009707,4.834009707,4.034009707,3.034009707
599,bvardcst,-189.9409951,386.1219901,0.48292099,-0.349092105,1.510154201,NA,bvardcst,-497.7914772,1001.664587,0.463983215,-0.400980646,0.982140596,NA,bvardcst,-669.5004709,1345.051575,0.687962747,-0.39974991,1.06988407,NA,bvardcst,-311.602844,629.2465738,1.787309882,-0.32395775,-1.108717446,NA,6.004287,0.337474024,0.4108463,1.206058,-0.868583976,104,6.004287,0.552527995,0.4108463,1.206058,-0.653530005,298,6.004287,0.767532744,0.4108463,1.206058,-0.438525256,478,6.004287,1.750558385,0.4108463,1.206058,0.544500385,591,7.006855,5.806855,5.006855,3,3.1,1.9,1.1,-0.209864066,-0.168109465,-0.102638683,0.06285692,6.857944534,5.657944534,4.857944535,5.833856157
600,bvardcst,-12.71711464,39.43422927,0.009549585,-0.371040569,0.363656898,NA,bvardcst,-19.28172516,48.56345032,0.002296567,-0.655169297,-0.019811648,NA,bvardcst,-30.02109616,68.04219233,0.016398824,-0.66111019,-3.29E-08,NA,bcstdcst,-18.35331348,41.79753605,0.662614462,NA,5.65E-07,NA,3.95624,0.00018931,0.6328501,0.1759877,-0.17579839,7,3.95624,0.005418061,0.6328501,0.1759877,-0.170569639,10,3.95624,0.033953883,0.6328501,0.1759877,-0.142033817,16,3.95624,0.522136495,0.6328501,0.1759877,0.346148795,14,15.71844,10.418441,7.518441,3.2,10.799999,5.5,2.6,-0.908394964,-0.754503199,-0.618396252,-0.073403063,14.71192882,9.411929816,6.511929816,1.512958094
601,bvardcst,-136.86719,279.9981163,0.347794547,-0.71223387,1.5307432,NA,bvardcst,-224.8622076,455.8631434,0.459101163,-0.806542714,1.414105973,NA,bvardcst,-301.2467191,608.5716141,1.025005076,-0.736710513,-1.955332237,NA,bvardcst,-21.52152052,49.11008015,2.320209029,-0.615572824,-0.746784705,NA,8.924943,0.279213262,0.7751329,1.536509,-1.257295738,95,8.924943,0.519092549,0.7751329,1.536509,-1.017416451,177,8.924943,0.826468603,0.7751329,1.536509,-0.710040397,311,8.924943,2.389595276,0.7751329,1.536509,0.853086276,362,4.469723,3.669723,3.069723,1.7,2.2,1.4,0.8,-0.369609362,-0.296357799,-0.140097653,-0.448991121,4.397711454,3.597711456,2.997711455,5.295035349
602,bcstdcst,-11.63019014,30.26038028,0.490230535,NA,0.206232495,NA,bcstdcst,-15.21341543,36.42683086,0.405923739,NA,1.60E-07,NA,bcstdcst,-20.07223953,45.14447906,0.647976734,NA,4.19E-07,NA,bcstdcst,-5.63124968,16.26249936,2.243722559,NA,0.90946306,NA,9.484753,0.206407022,0.8125752,1.337788,-1.131380978,7,9.484753,0.428875957,0.8125752,1.337788,-0.908912043,9,9.484753,0.698344723,0.8125752,1.337788,-0.639443277,15,9.484753,2.196906429,0.8125752,1.337788,0.859118429,15,4.710445,3.810445,3.210445,1.8,2.3,1.4,0.8,0.155110334,-0.202968185,-0.190111134,-0.140559798,3.805962062,3.503425734,2.903425733,2.603425733
603,bvardcst,-320.7305026,647.5562432,0.058805774,-1.030631452,0.935887843,NA,bvardcst,-845.5469092,1697.131318,0.307482477,-0.8728929,1.34049959,NA,bvardvar,-1228.106264,2464.247492,0.440775149,-1.011091504,1.398219842,2.717942516,bvardcst,-156.3779121,318.7776027,1.969011387,-1.124672086,-1.578683447,NA,8.602019,0.114504788,0.8602185,1.071896,-0.957391212,256,8.602019,0.270652345,0.8602185,1.071896,-0.801243655,644,8.602019,0.538619799,0.8602185,1.071896,-0.533276201,1149,8.602019,1.992969013,0.8602185,1.071896,0.921073013,1106,5.020975,4.020975,3.220975,1.7,2.6,1.6,0.8,-0.650961576,-0.389032719,-0.268325725,-0.302031068,4.907394296,3.907394298,3.107394298,3.207394297
604,bvardcst,-869.8267842,1745.694876,0.336066842,-0.662206186,-1.509456446,NA,bvardcst,-1768.279059,3542.575701,0.616298802,-0.65964831,1.553886092,NA,bvardcst,-2165.86794,4337.747374,0.88686776,-0.670162237,1.545782472,NA,bvardcst,-229.7676466,465.5474022,2.542108704,-0.729546241,1.91849104,NA,7.770674,0.323442719,0.659206,1.473205,-1.149762281,585,7.770674,0.585407059,0.659206,1.473205,-0.887797941,1369,7.770674,0.869424094,0.659206,1.473205,-0.603780906,2092,7.770674,2.372124826,0.659206,1.473205,0.898919826,1986,4.822605,3.922605,3.322605,1.8,2.3,1.4,0.8,-0.371398295,-0.213503845,-0.144889388,-0.124712343,4.791023474,3.891023476,3.319446763,3.019446763
605,bvardcst,-250.2703258,506.6954904,0.016748309,-0.709169232,0.522725082,NA,bvardcst,-676.900526,1359.861505,0.065209081,-0.736199739,0.443232956,NA,bvardcst,-927.1433691,1860.325954,0.121958988,-0.777102326,0.22079733,NA,bvardcst,-352.4282676,710.8999348,0.971365195,-0.737331677,0.405762861,NA,6.8895,0.010187384,0.7738077,0.4516048,-0.441417417,159,6.8895,0.05589791,0.7738077,0.4516048,-0.39570689,401,6.8895,0.152853049,0.7738077,0.4516048,-0.298751751,616,6.8895,0.995489467,0.7738077,0.4516048,0.543884667,557,8.421477,6.221477,4.921477,2.5,4.9,2.7,1.4,-0.738047802,-0.541596632,-0.438491843,-0.655736456,8.39820249,6.198202491,4.898202492,10.44838722
606,bvardvar,-330.045972,668.2981297,9.60E-05,-0.758507079,3.390531797,0.008242993,bvardcst,-1046.122297,2098.290221,0.011929925,-0.586874509,0.23254887,NA,bvardcst,-1595.85152,3197.731749,0.059580104,-0.588384971,0.307046857,NA,bvardcst,-885.0975902,1776.223316,0.482754052,-0.609942579,-1.46E-05,NA,5.399078,0.000765716,0.5972404,0.2100012,-0.209235484,199,5.399078,0.01060061,0.5972404,0.2100012,-0.19940059,530,5.399078,0.050085751,0.5972404,0.2100012,-0.159915449,840,5.399078,0.558061939,0.5972404,0.2100012,0.348060739,857,14.83645,10.436454,7.836454,3.8,9.399996,5,2.4,-0.868361132,-0.681622682,-0.514897207,0.089352561,14.65941589,10.25941989,7.659419889,2.210150737
607,bvardcst,-174.4018419,355.030099,0.073046761,-0.743876022,0.796721368,NA,bvardvar,-474.5151672,957.1619134,0.146597817,-0.850433269,1.289149405,0.729737626,bvardcst,-615.6557079,1237.36173,0.504590458,-0.693892257,1.122584214,NA,bvardcst,-177.059786,360.173024,1.40057352,-0.769884489,0.600360925,NA,6.472567,0.079486217,0.7390509,0.8460231,-0.766536883,110,6.472567,0.207752987,0.7390509,0.8460231,-0.638270113,309,6.472567,0.404032621,0.7390509,0.8460231,-0.441990479,481,6.472567,1.589430974,0.7390509,0.8460231,0.743407874,453,5.953236,4.653236,3.753236,1.9,3.2,1.9,1,-0.580402435,-0.39284351,-0.240457416,-0.422974462,5.890836221,4.590836222,3.690836221,5.820381203
608,bvardcst,-98.02773414,202.3983254,0.475790846,-0.725146125,2.102320194,NA,bvardcst,-230.6981933,467.5134598,1.025070392,-0.682640166,-2.449037544,NA,bvardcst,-263.816675,533.7105204,1.610401324,-0.684448397,3.060970683,NA,bvardcst,-0.149081606,6.370890485,2.885304769,-0.848219581,-2.279562149,NA,9.387902,0.499626256,0.6783545,1.940245,-1.440618744,74,9.387902,0.859665991,0.6783545,1.940245,-1.080579009,209,9.387902,1.206792366,0.6783545,1.940245,-0.733452634,315,9.387902,2.963050136,0.6783545,1.940245,1.022805136,334,4.324165,3.524165,3.024165,1.7,2,1.2,0.7,-0.346623244,-0.142144382,-0.055102195,-0.092761017,4.069175511,3.269175512,2.769175512,2.369175513
609,NA,NA,NA,NA,NA,NA,NA,bvardvar,-472.2458554,952.6330536,0.018335451,-0.169036115,0.479207024,1.15759782,bvardvar,-749.2579641,1506.604034,3.33E-05,-0.842510467,0.090478189,1.179520861,bvardcst,-469.3553303,944.7641128,0.273923757,-0.968958138,-1.16E-05,NA,7.039371,7.99E-25,0.93808,0.02968123,-0.02968123,117,7.039371,3.10E-12,0.93808,0.02968123,-0.02968123,288,7.039371,8.47E-06,0.93808,0.02968123,-0.029672756,459,7.039371,0.318496058,0.93808,0.02968123,0.288814828,453,61.22974,30.329737,14.529737,3.3,55.400003,24.5,8.7,-0.982174136,-0.951379553,-0.876587013,-0.981364648,61.11081258,30.21080958,14.41080959,57.81081259
610,bvardcst,-172.2009916,350.6628528,0.008063526,-0.589906858,0.348693001,NA,bvardcst,-474.318356,954.7354774,0.050933845,-0.578852618,0.407465701,NA,bvardcst,-649.0153296,1304.096054,0.117533231,-0.613300406,0.371038614,NA,bvardcst,-308.6250369,623.3174896,0.74405406,-0.669474775,0.412879879,NA,4.796012,0.006037771,0.6169753,0.3330782,-0.327040429,96,4.796012,0.036135158,0.6169753,0.3330782,-0.296943042,247,4.796012,0.109707952,0.6169753,0.3330782,-0.223370248,371,4.796012,0.753413428,0.6169753,0.3330782,0.420335228,360,10.82297,7.922965,6.122965,3,6.500005,3.6,1.8,-0.757380296,-0.552639483,-0.426233314,-0.551637879,10.57385783,7.673852831,5.873852831,7.573857831
611,bvardvar,-1308.64155,2625.324853,0.00078206,-0.871373631,0.92075754,0.121673148,bvardcst,-3829.107593,7664.225174,0.012298898,-0.872802764,0.283620761,NA,bvardcst,-5839.856782,11685.71986,0.064243237,-0.876608759,0.297819108,NA,bvardcst,-2380.112744,4766.231993,0.824347404,-0.904254017,-0.389228677,NA,8.03994,0.000568766,0.8840473,0.2770088,-0.276440034,963,8.03994,0.011490025,0.8840473,0.2770088,-0.265518775,2407,8.03994,0.061631253,0.8840473,0.2770088,-0.215377547,3815,8.03994,0.807266557,0.8840473,0.2770088,0.530257757,3693,10.8099,7.409895,5.509895,2.6,7.000005,3.6,1.7,-0.860719399,-0.701264217,-0.537978062,-0.261845988,10.77758058,7.377575583,5.477575583,3.261675215
